,Character,movie_number,spacy_tokens,identified_names,character_counts
1815,HAGRID,film 2,malfoy,Pomona Sprout,1
1816,HAGRID,film 2,malfoy,Scorpius Hyperion Malfoy,1
1817,HAGRID,film 2,neville,Aberforth Dumbledore,4
1818,HAGRID,film 2,neville,Albus Percival Wulfric Brian Dumbledore,4
1819,HAGRID,film 2,neville,Draco Malfoy,1
1820,HAGRID,film 2,neville,Harry James Potter,7
1821,HAGRID,film 2,neville,Hermione Jean Granger,4
1822,HAGRID,film 2,neville,Lucius Malfoy,1
1823,HAGRID,film 2,neville,Narcissa Malfoy,1
1824,HAGRID,film 2,neville,Neville Longbottom,1
1825,HAGRID,film 2,neville,Nicholas de Mimsy-Porpington,7
1826,HAGRID,film 2,neville,Pomona Sprout,1
1827,HAGRID,film 2,neville,Scorpius Hyperion Malfoy,1
1828,HAGRID,film 2,sprout,Aberforth Dumbledore,4
1829,HAGRID,film 2,sprout,Albus Percival Wulfric Brian Dumbledore,4
1830,HAGRID,film 2,sprout,Draco Malfoy,1
1831,HAGRID,film 2,sprout,Harry James Potter,7
1832,HAGRID,film 2,sprout,Hermione Jean Granger,4
1833,HAGRID,film 2,sprout,Lucius Malfoy,1
1834,HAGRID,film 2,sprout,Narcissa Malfoy,1
1835,HAGRID,film 2,sprout,Neville Longbottom,1
1836,HAGRID,film 2,sprout,Nicholas de Mimsy-Porpington,7
1837,HAGRID,film 2,sprout,Pomona Sprout,1
1838,HAGRID,film 2,sprout,Scorpius Hyperion Malfoy,1
1839,HAGRID,film 3,dumbledore,Aberforth Dumbledore,16
1840,HAGRID,film 3,dumbledore,Albus Percival Wulfric Brian Dumbledore,16
1841,HAGRID,film 3,dumbledore,Draco Malfoy,8
1842,HAGRID,film 3,dumbledore,Harry James Potter,32
1843,HAGRID,film 3,dumbledore,Lucius Malfoy,12
1844,HAGRID,film 3,dumbledore,Narcissa Malfoy,8
1845,HAGRID,film 3,dumbledore,Nicholas de Mimsy-Porpington,24
1846,HAGRID,film 3,dumbledore,Scorpius Hyperion Malfoy,8
1847,HAGRID,film 3,harry,Aberforth Dumbledore,32
1848,HAGRID,film 3,harry,Albus Percival Wulfric Brian Dumbledore,32
1849,HAGRID,film 3,harry,Draco Malfoy,16
1850,HAGRID,film 3,harry,Harry James Potter,64
1851,HAGRID,film 3,harry,Lucius Malfoy,24
1852,HAGRID,film 3,harry,Narcissa Malfoy,16
1853,HAGRID,film 3,harry,Nicholas de Mimsy-Porpington,48
1854,HAGRID,film 3,harry,Scorpius Hyperion Malfoy,16
1855,HAGRID,film 3,lucius,Aberforth Dumbledore,8
1856,HAGRID,film 3,lucius,Albus Percival Wulfric Brian Dumbledore,8
1857,HAGRID,film 3,lucius,Draco Malfoy,4
1858,HAGRID,film 3,lucius,Harry James Potter,16
1859,HAGRID,film 3,lucius,Lucius Malfoy,6
1860,HAGRID,film 3,lucius,Narcissa Malfoy,4
1861,HAGRID,film 3,lucius,Nicholas de Mimsy-Porpington,12
1862,HAGRID,film 3,lucius,Scorpius Hyperion Malfoy,4
1863,HAGRID,film 3,malfoy,Aberforth Dumbledore,8
1864,HAGRID,film 3,malfoy,Albus Percival Wulfric Brian Dumbledore,8
1865,HAGRID,film 3,malfoy,Draco Malfoy,4
1866,HAGRID,film 3,malfoy,Harry James Potter,16
1867,HAGRID,film 3,malfoy,Lucius Malfoy,6
1868,HAGRID,film 3,malfoy,Narcissa Malfoy,4
1869,HAGRID,film 3,malfoy,Nicholas de Mimsy-Porpington,12
1870,HAGRID,film 3,malfoy,Scorpius Hyperion Malfoy,4
1871,HARRY,film 2,albus,Aberforth Dumbledore,6
1872,HARRY,film 2,albus,Albus Percival Wulfric Brian Dumbledore,6
1873,HARRY,film 2,albus,Albus Severus Potter,3
1874,HARRY,film 2,albus,Argus Filch,2
1875,HARRY,film 2,albus,Arthur Weasley,1
1876,HARRY,film 2,albus,Bill William Arthur Weasley,1
1877,HARRY,film 2,albus,Charles Weasley,1
1878,HARRY,film 2,albus,Colin Creevey,3
1879,HARRY,film 2,albus,Dobby,13
1880,HARRY,film 2,albus,Draco Malfoy,6
1881,HARRY,film 2,albus,Dudley Dursley,1
1882,HARRY,film 2,albus,Fred Weasley,2
1883,HARRY,film 2,albus,George Weasley,2
1884,HARRY,film 2,albus,Gilderoy Lockhart,2
1885,HARRY,film 2,albus,Ginevra Ginny Molly Weasley,8
1886,HARRY,film 2,albus,Godric Gryffindor,1
1887,HARRY,film 2,albus,Gregory Goyle,1
1888,HARRY,film 2,albus,Harry James Potter,2
1889,HARRY,film 2,albus,Hermione Jean Granger,11
1890,HARRY,film 2,albus,James Potter,2
1891,HARRY,film 2,albus,James Sirius Potter,2
1892,HARRY,film 2,albus,Justin Finch-Fletchley,2
1893,HARRY,film 2,albus,Lily J. Potter,2
1894,HARRY,film 2,albus,Lucius Malfoy,6
1895,HARRY,film 2,albus,Minerva McGonagall,1
1896,HARRY,film 2,albus,Molly Weasley,1
1897,HARRY,film 2,albus,Myrtle Elizabeth Warren Moaning Myrtle,3
1898,HARRY,film 2,albus,Narcissa Malfoy,6
1899,HARRY,film 2,albus,Nicholas de Mimsy-Porpington,26
1900,HARRY,film 2,albus,Oliver Wood,1
1901,HARRY,film 2,albus,Percy Ignatius Weasley,1
1902,HARRY,film 2,albus,Ronald Bilius Weasley,1
1903,HARRY,film 2,albus,Rubeus Hagrid,14
1904,HARRY,film 2,albus,Salazar Slytherin,5
1905,HARRY,film 2,albus,Scorpius Hyperion Malfoy,6
1906,HARRY,film 2,albus,Tom Marvolo Riddle,7
1907,HARRY,film 2,albus,Vincent Crabbe,2
1908,HARRY,film 2,bones,Aberforth Dumbledore,6
1909,HARRY,film 2,bones,Albus Percival Wulfric Brian Dumbledore,6
1910,HARRY,film 2,bones,Albus Severus Potter,3
1911,HARRY,film 2,bones,Argus Filch,2
1912,HARRY,film 2,bones,Arthur Weasley,1
1913,HARRY,film 2,bones,Bill William Arthur Weasley,1
1914,HARRY,film 2,bones,Charles Weasley,1
1915,HARRY,film 2,bones,Colin Creevey,3
1916,HARRY,film 2,bones,Dobby,13
1917,HARRY,film 2,bones,Draco Malfoy,6
1918,HARRY,film 2,bones,Dudley Dursley,1
1919,HARRY,film 2,bones,Fred Weasley,2
1920,HARRY,film 2,bones,George Weasley,2
1921,HARRY,film 2,bones,Gilderoy Lockhart,2
1922,HARRY,film 2,bones,Ginevra Ginny Molly Weasley,8
1923,HARRY,film 2,bones,Godric Gryffindor,1
1924,HARRY,film 2,bones,Gregory Goyle,1
1925,HARRY,film 2,bones,Harry James Potter,2
1926,HARRY,film 2,bones,Hermione Jean Granger,11
1927,HARRY,film 2,bones,James Potter,2
1928,HARRY,film 2,bones,James Sirius Potter,2
1929,HARRY,film 2,bones,Justin Finch-Fletchley,2
1930,HARRY,film 2,bones,Lily J. Potter,2
1931,HARRY,film 2,bones,Lucius Malfoy,6
1932,HARRY,film 2,bones,Minerva McGonagall,1
1933,HARRY,film 2,bones,Molly Weasley,1
1934,HARRY,film 2,bones,Myrtle Elizabeth Warren Moaning Myrtle,3
1935,HARRY,film 2,bones,Narcissa Malfoy,6
1936,HARRY,film 2,bones,Nicholas de Mimsy-Porpington,26
1937,HARRY,film 2,bones,Oliver Wood,1
1938,HARRY,film 2,bones,Percy Ignatius Weasley,1
1939,HARRY,film 2,bones,Ronald Bilius Weasley,1
1940,HARRY,film 2,bones,Rubeus Hagrid,14
1941,HARRY,film 2,bones,Salazar Slytherin,5
1942,HARRY,film 2,bones,Scorpius Hyperion Malfoy,6
1943,HARRY,film 2,bones,Tom Marvolo Riddle,7
1944,HARRY,film 2,bones,Vincent Crabbe,2
1945,HARRY,film 2,colin,Aberforth Dumbledore,18
1946,HARRY,film 2,colin,Albus Percival Wulfric Brian Dumbledore,18
1947,HARRY,film 2,colin,Albus Severus Potter,9
1948,HARRY,film 2,colin,Argus Filch,6
1949,HARRY,film 2,colin,Arthur Weasley,3
1950,HARRY,film 2,colin,Bill William Arthur Weasley,3
1951,HARRY,film 2,colin,Charles Weasley,3
1952,HARRY,film 2,colin,Colin Creevey,9
1953,HARRY,film 2,colin,Dobby,39
1954,HARRY,film 2,colin,Draco Malfoy,18
1955,HARRY,film 2,colin,Dudley Dursley,3
1956,HARRY,film 2,colin,Fred Weasley,6
1957,HARRY,film 2,colin,George Weasley,6
1958,HARRY,film 2,colin,Gilderoy Lockhart,6
1959,HARRY,film 2,colin,Ginevra Ginny Molly Weasley,24
1960,HARRY,film 2,colin,Godric Gryffindor,3
1961,HARRY,film 2,colin,Gregory Goyle,3
1962,HARRY,film 2,colin,Harry James Potter,6
1963,HARRY,film 2,colin,Hermione Jean Granger,33
1964,HARRY,film 2,colin,James Potter,6
1965,HARRY,film 2,colin,James Sirius Potter,6
1966,HARRY,film 2,colin,Justin Finch-Fletchley,6
1967,HARRY,film 2,colin,Lily J. Potter,6
1968,HARRY,film 2,colin,Lucius Malfoy,18
1969,HARRY,film 2,colin,Minerva McGonagall,3
1970,HARRY,film 2,colin,Molly Weasley,3
1971,HARRY,film 2,colin,Myrtle Elizabeth Warren Moaning Myrtle,9
1972,HARRY,film 2,colin,Narcissa Malfoy,18
1973,HARRY,film 2,colin,Nicholas de Mimsy-Porpington,78
1974,HARRY,film 2,colin,Oliver Wood,3
1975,HARRY,film 2,colin,Percy Ignatius Weasley,3
1976,HARRY,film 2,colin,Ronald Bilius Weasley,3
1977,HARRY,film 2,colin,Rubeus Hagrid,42
1978,HARRY,film 2,colin,Salazar Slytherin,15
1979,HARRY,film 2,colin,Scorpius Hyperion Malfoy,18
1980,HARRY,film 2,colin,Tom Marvolo Riddle,21
1981,HARRY,film 2,colin,Vincent Crabbe,6
1982,HARRY,film 2,crabbe,Aberforth Dumbledore,12
1983,HARRY,film 2,crabbe,Albus Percival Wulfric Brian Dumbledore,12
1984,HARRY,film 2,crabbe,Albus Severus Potter,6
1985,HARRY,film 2,crabbe,Argus Filch,4
1986,HARRY,film 2,crabbe,Arthur Weasley,2
1987,HARRY,film 2,crabbe,Bill William Arthur Weasley,2
1988,HARRY,film 2,crabbe,Charles Weasley,2
1989,HARRY,film 2,crabbe,Colin Creevey,6
1990,HARRY,film 2,crabbe,Dobby,26
1991,HARRY,film 2,crabbe,Draco Malfoy,12
1992,HARRY,film 2,crabbe,Dudley Dursley,2
1993,HARRY,film 2,crabbe,Fred Weasley,4
1994,HARRY,film 2,crabbe,George Weasley,4
1995,HARRY,film 2,crabbe,Gilderoy Lockhart,4
1996,HARRY,film 2,crabbe,Ginevra Ginny Molly Weasley,16
1997,HARRY,film 2,crabbe,Godric Gryffindor,2
1998,HARRY,film 2,crabbe,Gregory Goyle,2
1999,HARRY,film 2,crabbe,Harry James Potter,4
2000,HARRY,film 2,crabbe,Hermione Jean Granger,22
2001,HARRY,film 2,crabbe,James Potter,4
2002,HARRY,film 2,crabbe,James Sirius Potter,4
2003,HARRY,film 2,crabbe,Justin Finch-Fletchley,4
2004,HARRY,film 2,crabbe,Lily J. Potter,4
2005,HARRY,film 2,crabbe,Lucius Malfoy,12
2006,HARRY,film 2,crabbe,Minerva McGonagall,2
2007,HARRY,film 2,crabbe,Molly Weasley,2
2008,HARRY,film 2,crabbe,Myrtle Elizabeth Warren Moaning Myrtle,6
2009,HARRY,film 2,crabbe,Narcissa Malfoy,12
2010,HARRY,film 2,crabbe,Nicholas de Mimsy-Porpington,52
2011,HARRY,film 2,crabbe,Oliver Wood,2
2012,HARRY,film 2,crabbe,Percy Ignatius Weasley,2
2013,HARRY,film 2,crabbe,Ronald Bilius Weasley,2
2014,HARRY,film 2,crabbe,Rubeus Hagrid,28
2015,HARRY,film 2,crabbe,Salazar Slytherin,10
2016,HARRY,film 2,crabbe,Scorpius Hyperion Malfoy,12
2017,HARRY,film 2,crabbe,Tom Marvolo Riddle,14
2018,HARRY,film 2,crabbe,Vincent Crabbe,4
2019,HARRY,film 2,dobby,Aberforth Dumbledore,84
2020,HARRY,film 2,dobby,Albus Percival Wulfric Brian Dumbledore,84
2021,HARRY,film 2,dobby,Albus Severus Potter,42
2022,HARRY,film 2,dobby,Argus Filch,28
2023,HARRY,film 2,dobby,Arthur Weasley,14
2024,HARRY,film 2,dobby,Bill William Arthur Weasley,14
2025,HARRY,film 2,dobby,Charles Weasley,14
2026,HARRY,film 2,dobby,Colin Creevey,42
2027,HARRY,film 2,dobby,Dobby,182
2028,HARRY,film 2,dobby,Draco Malfoy,84
2029,HARRY,film 2,dobby,Dudley Dursley,14
2030,HARRY,film 2,dobby,Fred Weasley,28
2031,HARRY,film 2,dobby,George Weasley,28
2032,HARRY,film 2,dobby,Gilderoy Lockhart,28
2033,HARRY,film 2,dobby,Ginevra Ginny Molly Weasley,112
2034,HARRY,film 2,dobby,Godric Gryffindor,14
2035,HARRY,film 2,dobby,Gregory Goyle,14
2036,HARRY,film 2,dobby,Harry James Potter,28
2037,HARRY,film 2,dobby,Hermione Jean Granger,154
2038,HARRY,film 2,dobby,James Potter,28
2039,HARRY,film 2,dobby,James Sirius Potter,28
2040,HARRY,film 2,dobby,Justin Finch-Fletchley,28
2041,HARRY,film 2,dobby,Lily J. Potter,28
2042,HARRY,film 2,dobby,Lucius Malfoy,84
2043,HARRY,film 2,dobby,Minerva McGonagall,14
2044,HARRY,film 2,dobby,Molly Weasley,14
2045,HARRY,film 2,dobby,Myrtle Elizabeth Warren Moaning Myrtle,42
2046,HARRY,film 2,dobby,Narcissa Malfoy,84
2047,HARRY,film 2,dobby,Nicholas de Mimsy-Porpington,364
2048,HARRY,film 2,dobby,Oliver Wood,14
2049,HARRY,film 2,dobby,Percy Ignatius Weasley,14
2050,HARRY,film 2,dobby,Ronald Bilius Weasley,14
2051,HARRY,film 2,dobby,Rubeus Hagrid,196
2052,HARRY,film 2,dobby,Salazar Slytherin,70
2053,HARRY,film 2,dobby,Scorpius Hyperion Malfoy,84
2054,HARRY,film 2,dobby,Tom Marvolo Riddle,98
2055,HARRY,film 2,dobby,Vincent Crabbe,28
2056,HARRY,film 2,dudley,Aberforth Dumbledore,6
2057,HARRY,film 2,dudley,Albus Percival Wulfric Brian Dumbledore,6
2058,HARRY,film 2,dudley,Albus Severus Potter,3
2059,HARRY,film 2,dudley,Argus Filch,2
2060,HARRY,film 2,dudley,Arthur Weasley,1
2061,HARRY,film 2,dudley,Bill William Arthur Weasley,1
2062,HARRY,film 2,dudley,Charles Weasley,1
2063,HARRY,film 2,dudley,Colin Creevey,3
2064,HARRY,film 2,dudley,Dobby,13
2065,HARRY,film 2,dudley,Draco Malfoy,6
2066,HARRY,film 2,dudley,Dudley Dursley,1
2067,HARRY,film 2,dudley,Fred Weasley,2
2068,HARRY,film 2,dudley,George Weasley,2
2069,HARRY,film 2,dudley,Gilderoy Lockhart,2
2070,HARRY,film 2,dudley,Ginevra Ginny Molly Weasley,8
2071,HARRY,film 2,dudley,Godric Gryffindor,1
2072,HARRY,film 2,dudley,Gregory Goyle,1
2073,HARRY,film 2,dudley,Harry James Potter,2
2074,HARRY,film 2,dudley,Hermione Jean Granger,11
2075,HARRY,film 2,dudley,James Potter,2
2076,HARRY,film 2,dudley,James Sirius Potter,2
2077,HARRY,film 2,dudley,Justin Finch-Fletchley,2
2078,HARRY,film 2,dudley,Lily J. Potter,2
2079,HARRY,film 2,dudley,Lucius Malfoy,6
2080,HARRY,film 2,dudley,Minerva McGonagall,1
2081,HARRY,film 2,dudley,Molly Weasley,1
2082,HARRY,film 2,dudley,Myrtle Elizabeth Warren Moaning Myrtle,3
2083,HARRY,film 2,dudley,Narcissa Malfoy,6
2084,HARRY,film 2,dudley,Nicholas de Mimsy-Porpington,26
2085,HARRY,film 2,dudley,Oliver Wood,1
2086,HARRY,film 2,dudley,Percy Ignatius Weasley,1
2087,HARRY,film 2,dudley,Ronald Bilius Weasley,1
2088,HARRY,film 2,dudley,Rubeus Hagrid,14
2089,HARRY,film 2,dudley,Salazar Slytherin,5
2090,HARRY,film 2,dudley,Scorpius Hyperion Malfoy,6
2091,HARRY,film 2,dudley,Tom Marvolo Riddle,7
2092,HARRY,film 2,dudley,Vincent Crabbe,2
2093,HARRY,film 2,dumbledore,Aberforth Dumbledore,36
2094,HARRY,film 2,dumbledore,Albus Percival Wulfric Brian Dumbledore,36
2095,HARRY,film 2,dumbledore,Albus Severus Potter,18
2096,HARRY,film 2,dumbledore,Argus Filch,12
2097,HARRY,film 2,dumbledore,Arthur Weasley,6
2098,HARRY,film 2,dumbledore,Bill William Arthur Weasley,6
2099,HARRY,film 2,dumbledore,Charles Weasley,6
2100,HARRY,film 2,dumbledore,Colin Creevey,18
2101,HARRY,film 2,dumbledore,Dobby,78
2102,HARRY,film 2,dumbledore,Draco Malfoy,36
2103,HARRY,film 2,dumbledore,Dudley Dursley,6
2104,HARRY,film 2,dumbledore,Fred Weasley,12
2105,HARRY,film 2,dumbledore,George Weasley,12
2106,HARRY,film 2,dumbledore,Gilderoy Lockhart,12
2107,HARRY,film 2,dumbledore,Ginevra Ginny Molly Weasley,48
2108,HARRY,film 2,dumbledore,Godric Gryffindor,6
2109,HARRY,film 2,dumbledore,Gregory Goyle,6
2110,HARRY,film 2,dumbledore,Harry James Potter,12
2111,HARRY,film 2,dumbledore,Hermione Jean Granger,66
2112,HARRY,film 2,dumbledore,James Potter,12
2113,HARRY,film 2,dumbledore,James Sirius Potter,12
2114,HARRY,film 2,dumbledore,Justin Finch-Fletchley,12
2115,HARRY,film 2,dumbledore,Lily J. Potter,12
2116,HARRY,film 2,dumbledore,Lucius Malfoy,36
2117,HARRY,film 2,dumbledore,Minerva McGonagall,6
2118,HARRY,film 2,dumbledore,Molly Weasley,6
2119,HARRY,film 2,dumbledore,Myrtle Elizabeth Warren Moaning Myrtle,18
2120,HARRY,film 2,dumbledore,Narcissa Malfoy,36
2121,HARRY,film 2,dumbledore,Nicholas de Mimsy-Porpington,156
2122,HARRY,film 2,dumbledore,Oliver Wood,6
2123,HARRY,film 2,dumbledore,Percy Ignatius Weasley,6
2124,HARRY,film 2,dumbledore,Ronald Bilius Weasley,6
2125,HARRY,film 2,dumbledore,Rubeus Hagrid,84
2126,HARRY,film 2,dumbledore,Salazar Slytherin,30
2127,HARRY,film 2,dumbledore,Scorpius Hyperion Malfoy,36
2128,HARRY,film 2,dumbledore,Tom Marvolo Riddle,42
2129,HARRY,film 2,dumbledore,Vincent Crabbe,12
2130,HARRY,film 2,filch,Aberforth Dumbledore,12
2131,HARRY,film 2,filch,Albus Percival Wulfric Brian Dumbledore,12
2132,HARRY,film 2,filch,Albus Severus Potter,6
2133,HARRY,film 2,filch,Argus Filch,4
2134,HARRY,film 2,filch,Arthur Weasley,2
2135,HARRY,film 2,filch,Bill William Arthur Weasley,2
2136,HARRY,film 2,filch,Charles Weasley,2
2137,HARRY,film 2,filch,Colin Creevey,6
2138,HARRY,film 2,filch,Dobby,26
2139,HARRY,film 2,filch,Draco Malfoy,12
2140,HARRY,film 2,filch,Dudley Dursley,2
2141,HARRY,film 2,filch,Fred Weasley,4
2142,HARRY,film 2,filch,George Weasley,4
2143,HARRY,film 2,filch,Gilderoy Lockhart,4
2144,HARRY,film 2,filch,Ginevra Ginny Molly Weasley,16
2145,HARRY,film 2,filch,Godric Gryffindor,2
2146,HARRY,film 2,filch,Gregory Goyle,2
2147,HARRY,film 2,filch,Harry James Potter,4
2148,HARRY,film 2,filch,Hermione Jean Granger,22
2149,HARRY,film 2,filch,James Potter,4
2150,HARRY,film 2,filch,James Sirius Potter,4
2151,HARRY,film 2,filch,Justin Finch-Fletchley,4
2152,HARRY,film 2,filch,Lily J. Potter,4
2153,HARRY,film 2,filch,Lucius Malfoy,12
2154,HARRY,film 2,filch,Minerva McGonagall,2
2155,HARRY,film 2,filch,Molly Weasley,2
2156,HARRY,film 2,filch,Myrtle Elizabeth Warren Moaning Myrtle,6
2157,HARRY,film 2,filch,Narcissa Malfoy,12
2158,HARRY,film 2,filch,Nicholas de Mimsy-Porpington,52
2159,HARRY,film 2,filch,Oliver Wood,2
2160,HARRY,film 2,filch,Percy Ignatius Weasley,2
2161,HARRY,film 2,filch,Ronald Bilius Weasley,2
2162,HARRY,film 2,filch,Rubeus Hagrid,28
2163,HARRY,film 2,filch,Salazar Slytherin,10
2164,HARRY,film 2,filch,Scorpius Hyperion Malfoy,12
2165,HARRY,film 2,filch,Tom Marvolo Riddle,14
2166,HARRY,film 2,filch,Vincent Crabbe,4
2167,HARRY,film 2,fred,Aberforth Dumbledore,6
2168,HARRY,film 2,fred,Albus Percival Wulfric Brian Dumbledore,6
2169,HARRY,film 2,fred,Albus Severus Potter,3
2170,HARRY,film 2,fred,Argus Filch,2
2171,HARRY,film 2,fred,Arthur Weasley,1
2172,HARRY,film 2,fred,Bill William Arthur Weasley,1
2173,HARRY,film 2,fred,Charles Weasley,1
2174,HARRY,film 2,fred,Colin Creevey,3
2175,HARRY,film 2,fred,Dobby,13
2176,HARRY,film 2,fred,Draco Malfoy,6
2177,HARRY,film 2,fred,Dudley Dursley,1
2178,HARRY,film 2,fred,Fred Weasley,2
2179,HARRY,film 2,fred,George Weasley,2
2180,HARRY,film 2,fred,Gilderoy Lockhart,2
2181,HARRY,film 2,fred,Ginevra Ginny Molly Weasley,8
2182,HARRY,film 2,fred,Godric Gryffindor,1
2183,HARRY,film 2,fred,Gregory Goyle,1
2184,HARRY,film 2,fred,Harry James Potter,2
2185,HARRY,film 2,fred,Hermione Jean Granger,11
2186,HARRY,film 2,fred,James Potter,2
2187,HARRY,film 2,fred,James Sirius Potter,2
2188,HARRY,film 2,fred,Justin Finch-Fletchley,2
2189,HARRY,film 2,fred,Lily J. Potter,2
2190,HARRY,film 2,fred,Lucius Malfoy,6
2191,HARRY,film 2,fred,Minerva McGonagall,1
2192,HARRY,film 2,fred,Molly Weasley,1
2193,HARRY,film 2,fred,Myrtle Elizabeth Warren Moaning Myrtle,3
2194,HARRY,film 2,fred,Narcissa Malfoy,6
2195,HARRY,film 2,fred,Nicholas de Mimsy-Porpington,26
2196,HARRY,film 2,fred,Oliver Wood,1
2197,HARRY,film 2,fred,Percy Ignatius Weasley,1
2198,HARRY,film 2,fred,Ronald Bilius Weasley,1
2199,HARRY,film 2,fred,Rubeus Hagrid,14
2200,HARRY,film 2,fred,Salazar Slytherin,5
2201,HARRY,film 2,fred,Scorpius Hyperion Malfoy,6
2202,HARRY,film 2,fred,Tom Marvolo Riddle,7
2203,HARRY,film 2,fred,Vincent Crabbe,2
2204,HARRY,film 2,george,Aberforth Dumbledore,6
2205,HARRY,film 2,george,Albus Percival Wulfric Brian Dumbledore,6
2206,HARRY,film 2,george,Albus Severus Potter,3
2207,HARRY,film 2,george,Argus Filch,2
2208,HARRY,film 2,george,Arthur Weasley,1
2209,HARRY,film 2,george,Bill William Arthur Weasley,1
2210,HARRY,film 2,george,Charles Weasley,1
2211,HARRY,film 2,george,Colin Creevey,3
2212,HARRY,film 2,george,Dobby,13
2213,HARRY,film 2,george,Draco Malfoy,6
2214,HARRY,film 2,george,Dudley Dursley,1
2215,HARRY,film 2,george,Fred Weasley,2
2216,HARRY,film 2,george,George Weasley,2
2217,HARRY,film 2,george,Gilderoy Lockhart,2
2218,HARRY,film 2,george,Ginevra Ginny Molly Weasley,8
2219,HARRY,film 2,george,Godric Gryffindor,1
2220,HARRY,film 2,george,Gregory Goyle,1
2221,HARRY,film 2,george,Harry James Potter,2
2222,HARRY,film 2,george,Hermione Jean Granger,11
2223,HARRY,film 2,george,James Potter,2
2224,HARRY,film 2,george,James Sirius Potter,2
2225,HARRY,film 2,george,Justin Finch-Fletchley,2
2226,HARRY,film 2,george,Lily J. Potter,2
2227,HARRY,film 2,george,Lucius Malfoy,6
2228,HARRY,film 2,george,Minerva McGonagall,1
2229,HARRY,film 2,george,Molly Weasley,1
2230,HARRY,film 2,george,Myrtle Elizabeth Warren Moaning Myrtle,3
2231,HARRY,film 2,george,Narcissa Malfoy,6
2232,HARRY,film 2,george,Nicholas de Mimsy-Porpington,26
2233,HARRY,film 2,george,Oliver Wood,1
2234,HARRY,film 2,george,Percy Ignatius Weasley,1
2235,HARRY,film 2,george,Ronald Bilius Weasley,1
2236,HARRY,film 2,george,Rubeus Hagrid,14
2237,HARRY,film 2,george,Salazar Slytherin,5
2238,HARRY,film 2,george,Scorpius Hyperion Malfoy,6
2239,HARRY,film 2,george,Tom Marvolo Riddle,7
2240,HARRY,film 2,george,Vincent Crabbe,2
2241,HARRY,film 2,godric,Aberforth Dumbledore,6
2242,HARRY,film 2,godric,Albus Percival Wulfric Brian Dumbledore,6
2243,HARRY,film 2,godric,Albus Severus Potter,3
2244,HARRY,film 2,godric,Argus Filch,2
2245,HARRY,film 2,godric,Arthur Weasley,1
2246,HARRY,film 2,godric,Bill William Arthur Weasley,1
2247,HARRY,film 2,godric,Charles Weasley,1
2248,HARRY,film 2,godric,Colin Creevey,3
2249,HARRY,film 2,godric,Dobby,13
2250,HARRY,film 2,godric,Draco Malfoy,6
2251,HARRY,film 2,godric,Dudley Dursley,1
2252,HARRY,film 2,godric,Fred Weasley,2
2253,HARRY,film 2,godric,George Weasley,2
2254,HARRY,film 2,godric,Gilderoy Lockhart,2
2255,HARRY,film 2,godric,Ginevra Ginny Molly Weasley,8
2256,HARRY,film 2,godric,Godric Gryffindor,1
2257,HARRY,film 2,godric,Gregory Goyle,1
2258,HARRY,film 2,godric,Harry James Potter,2
2259,HARRY,film 2,godric,Hermione Jean Granger,11
2260,HARRY,film 2,godric,James Potter,2
2261,HARRY,film 2,godric,James Sirius Potter,2
2262,HARRY,film 2,godric,Justin Finch-Fletchley,2
2263,HARRY,film 2,godric,Lily J. Potter,2
2264,HARRY,film 2,godric,Lucius Malfoy,6
2265,HARRY,film 2,godric,Minerva McGonagall,1
2266,HARRY,film 2,godric,Molly Weasley,1
2267,HARRY,film 2,godric,Myrtle Elizabeth Warren Moaning Myrtle,3
2268,HARRY,film 2,godric,Narcissa Malfoy,6
2269,HARRY,film 2,godric,Nicholas de Mimsy-Porpington,26
2270,HARRY,film 2,godric,Oliver Wood,1
2271,HARRY,film 2,godric,Percy Ignatius Weasley,1
2272,HARRY,film 2,godric,Ronald Bilius Weasley,1
2273,HARRY,film 2,godric,Rubeus Hagrid,14
2274,HARRY,film 2,godric,Salazar Slytherin,5
2275,HARRY,film 2,godric,Scorpius Hyperion Malfoy,6
2276,HARRY,film 2,godric,Tom Marvolo Riddle,7
2277,HARRY,film 2,godric,Vincent Crabbe,2
2278,HARRY,film 2,goyle,Aberforth Dumbledore,6
2279,HARRY,film 2,goyle,Albus Percival Wulfric Brian Dumbledore,6
2280,HARRY,film 2,goyle,Albus Severus Potter,3
2281,HARRY,film 2,goyle,Argus Filch,2
2282,HARRY,film 2,goyle,Arthur Weasley,1
2283,HARRY,film 2,goyle,Bill William Arthur Weasley,1
2284,HARRY,film 2,goyle,Charles Weasley,1
2285,HARRY,film 2,goyle,Colin Creevey,3
2286,HARRY,film 2,goyle,Dobby,13
2287,HARRY,film 2,goyle,Draco Malfoy,6
2288,HARRY,film 2,goyle,Dudley Dursley,1
2289,HARRY,film 2,goyle,Fred Weasley,2
2290,HARRY,film 2,goyle,George Weasley,2
2291,HARRY,film 2,goyle,Gilderoy Lockhart,2
2292,HARRY,film 2,goyle,Ginevra Ginny Molly Weasley,8
2293,HARRY,film 2,goyle,Godric Gryffindor,1
2294,HARRY,film 2,goyle,Gregory Goyle,1
2295,HARRY,film 2,goyle,Harry James Potter,2
2296,HARRY,film 2,goyle,Hermione Jean Granger,11
2297,HARRY,film 2,goyle,James Potter,2
2298,HARRY,film 2,goyle,James Sirius Potter,2
2299,HARRY,film 2,goyle,Justin Finch-Fletchley,2
